# http://api.metagenomics.anl.gov/1/matrix/function?id=mgm4664884.3&group_level=function&source=Subsystems&hit_type=single&result_type=abundance&evalue=1&identity=60&length=15&taxid=0
Taxon	Taxonomy	mgm4664884.3	
SS02761	Clustering-based subsystems;Cell Division;Cell_Division_Cluster;Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC	363	
SS02762	Clustering-based subsystems;Cell Division;Cell_Division_Cluster;Isoleucyl-tRNA synthetase (EC 6.1.1.5)	1910	
SS02763	Clustering-based subsystems;Cell Division;Cell_Division_Cluster;UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	357	
SS02767	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;Cell division protein FtsH (EC 3.4.24.-)	2328	
SS02769	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	331	
SS02771	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;Peptidyl-tRNA hydrolase, archaeal type (EC 3.1.1.29)	5	
SS02772	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;Peptidyl-tRNA hydrolase (EC 3.1.1.29)	302	
SS02773	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	42	
SS02774	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;RNA binding protein, contains ribosomal protein S1 domain	3	
SS02775	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;S1 RNA binding domain protein	43	
SS02776	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;S4-domain-containing heat shock protein	1	
SS02777	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;Spore cortex biosynthesis protein	1	
SS02778	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;SSU ribosomal protein S1p	1181	
SS02779	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;Transcription accessory protein (S1 RNA-binding domain)	401	
SS02780	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;Transcription-repair coupling factor	1795	
SS02784	Clustering-based subsystems;-;Cell_division-ribosomal_stress_proteins_cluster;tRNA(Ile)-lysidine synthetase	206	
SS02785	Regulation and Cell signaling;-;Cell_envelope-associated_LytR-CpsA-Psr_transcriptional_attenuators;Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1 (as in PMID19099556)	86	
SS02787	Regulation and Cell signaling;-;Cell_envelope-associated_LytR-CpsA-Psr_transcriptional_attenuators;Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2 (as in PMID19099556)	3	
SS02789	Regulation and Cell signaling;-;Cell_envelope-associated_LytR-CpsA-Psr_transcriptional_attenuators;Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily M (as in PMID19099556)	6	
SS02794	Regulation and Cell signaling;-;Cell_envelope-associated_LytR-CpsA-Psr_transcriptional_attenuators;Peptide methionine sulfoxide reductase regulator MsrR	2	
SS02795	Carbohydrates;Polysaccharides;Cellulosome;1,4-alpha-glucan branching enzyme (EC 2.4.1.18)	130	
SS02798	Carbohydrates;Polysaccharides;Cellulosome;Alpha-glucosidase SusB (EC 3.2.1.20)	5	
SS02799	Carbohydrates;Polysaccharides;Cellulosome;Clostridium cellulosome enzyme, dockerin type I precursor	2	
SS02801	Carbohydrates;Polysaccharides;Cellulosome;Endoglucanase J, the largest catalytic component of the cellulosome	7	
SS02804	Carbohydrates;Polysaccharides;Cellulosome;Regulatory protein SusR	1	
SS02805	Carbohydrates;Polysaccharides;Cellulosome;SusC, outer membrane protein involved in starch binding	13	
SS02806	Carbohydrates;Polysaccharides;Cellulosome;SusD, outer membrane protein	7	
SS02810	Clustering-based subsystems;-;Cell_wall_related_cluster;Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) AsnH	474	
SS02811	Clustering-based subsystems;-;Cell_wall_related_cluster;Eight transmembrane protein EpsH	64	
SS02812	Clustering-based subsystems;-;Cell_wall_related_cluster;EpsI protein	31	
SS02813	Clustering-based subsystems;-;Cell_wall_related_cluster;FIG004655: Polysaccharide deacetylase	131	
SS02814	Clustering-based subsystems;-;Cell_wall_related_cluster;FIG022606: AAA ATPase	62	
SS02815	Clustering-based subsystems;-;Cell_wall_related_cluster;FIG040338: Glycosyl transferase	44	
SS02816	Clustering-based subsystems;-;Cell_wall_related_cluster;FIG070318: hypothetical protein	62	
SS02817	Clustering-based subsystems;-;Cell_wall_related_cluster;FIG071646: Sugar transferase	131	
SS02818	Clustering-based subsystems;-;Cell_wall_related_cluster;FIG123464: Polysaccharide export protein	56	
SS02819	Clustering-based subsystems;-;Cell_wall_related_cluster;FIG137776: Glycosyltransferase	75	
SS02820	Clustering-based subsystems;-;Cell_wall_related_cluster;FIG140336: TPR domain protein	4	
SS02821	Clustering-based subsystems;-;Cell_wall_related_cluster;Glycine-rich cell wall structural protein precursor	10	
SS02822	Clustering-based subsystems;-;Cell_wall_related_cluster;Lipopolysaccharide biosynthesis chain length determinant protein	15	
SS02823	Clustering-based subsystems;-;Cell_wall_related_cluster;Protein-tyrosine kinase (EC 2.7.1.112)	18	
SS02824	Clustering-based subsystems;-;Cell_wall_related_cluster;UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14) 2	49	
SS02825	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;1,2-dihydroxynaphthalene dioxygenase	6	
SS02827	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)	104	
SS02828	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;2-hydroxymuconic semialdehyde dehydrogenase	1	
SS02829	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;2-hydroxymuconic semialdehyde hydrolase (EC 3.7.1.9)	55	
SS02831	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;2-oxo-hepta-3-ene-1,7-dioic acid hydratase (EC 4.2.-.-)	90	
SS02832	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	49	
SS02833	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;3,4-dihydroxyphenylacetate 2,3-dioxygenase	43	
SS02834	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)	16	
SS02835	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;4-oxalocrotonate tautomerase (EC 5.3.2.-)	21	
SS02836	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)	104	
SS02837	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60)	235	
SS02838	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;Acetaldehyde dehydrogenase, acetylating, (EC 1.2.1.10) in gene cluster for degradation of phenols, cresols, catechol	65	
SS02840	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;Catechol 2,3-dioxygenase (EC 1.13.11.2)	141	
SS02842	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;extradiol dioxygenase large subunit	2	
SS02845	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;Intradiol ring-cleavage dioxygenase (EC 1.13.11.1)	12	
SS02847	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;Protocatechuate 4,5-dioxygenase alpha chain (EC 1.13.11.8)	37	
SS02848	Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;Central_meta-cleavage_pathway_of_aromatic_compound_degradation;Protocatechuate 4,5-dioxygenase beta chain (EC 1.13.11.8)	126	
SS02851	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Alpha-N-acetylglucosaminidase (EC 3.2.1.50)	5	
SS02852	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Beta-hexosaminidase (EC 3.2.1.52)	720	
SS02853	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Chitinase (EC 3.2.1.14)	252	
SS02854	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Chitin binding protein	32	
SS02857	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Chitodextrinase precursor (EC 3.2.1.14)	2	
SS02858	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	232	
SS02859	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)	168	
SS02860	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;hypothetical oxidoreductase related to N-acetylglucosamine utilization	31	
SS02861	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-Acetyl-D-glucosamine ABC transport system ATP-binding protein	26	
SS02862	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-Acetyl-D-glucosamine ABC transport system, permease protein 1	116	
SS02863	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-Acetyl-D-glucosamine ABC transport system, permease protein 2	127	
SS02864	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein	152	
SS02866	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	342	
SS02867	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family	1	
SS02868	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)	45	
SS02869	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-acetylglucosamine regulated methyl-accepting chemotaxis protein	1	
SS02871	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-acetylglucosamine-regulated TonB-dependent outer membrane receptor	31	
SS02872	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-acetylglucosamine related transporter, NagX	131	
SS02873	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;N-acetyl glucosamine transporter, NagP	7	
SS02875	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Phosphatase NagD predicted to act in N-acetylglucosamine utilization subsystem	2	
SS02877	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Predicted chitobiose ABC transport system II, permease protein 2	6	
SS02878	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Predicted chitobiose ABC transport system II, sugar-binding protein	1	
SS02879	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Predicted chitobiose ABC transport system, permease protein 1	4	
SS02882	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)	10	
SS02883	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;predicted N-acetylglucosamine kinase, glucokinase-like (EC 2.7.1.59)	1	
SS02884	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family	135	
SS02885	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;Predicted transcriptional regulator of N-Acetylglucosamine utilization, LacI family	3	
SS02889	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;PTS system, N-acetylglucosamine-specific IIA component (EC 2.7.1.69)	36	
SS02890	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)	64	
SS02891	Carbohydrates;Aminosugars;Chitin_and_N-acetylglucosamine_utilization;PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	64	
SS02894	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chloroaromatic_degradation_pathway;3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)	365	
SS02895	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chloroaromatic_degradation_pathway;3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6)	279	
SS02896	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chloroaromatic_degradation_pathway;3-Oxoadipate enol-lactonase (EC 3.1.1.24)	4	
SS02897	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chloroaromatic_degradation_pathway;Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)	370	
SS02898	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chloroaromatic_degradation_pathway;Beta-ketoadipyl CoA thiolase (EC 2.3.1.-)	387	
SS02900	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chlorobenzoate_degradation;1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate dehydrogenase (EC 1.3.1.25)	33	
SS02901	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chlorobenzoate_degradation;2-chlorobenzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.13)	5	
SS02902	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chlorobenzoate_degradation;2-chlorobenzoate 1,2-dioxygenase beta subunit (EC 1.14.12.13)	3	
SS02903	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chlorobenzoate_degradation;2-chlorobenzoate 1,2-dioxygenase reductase component	3	
SS02904	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chlorobenzoate_degradation;Catechol 1,2-dioxygenase (EC 1.13.11.1)	167	
SS02905	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chlorobenzoate_degradation;Muconate cycloisomerase (EC 5.5.1.1)	254	
SS02906	Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;Chlorobenzoate_degradation;Putative benzaldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.28)	110	
SS02908	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;2-vinyl bacteriochlorophyllide hydratase BchF (EC 4.2.1.-)	3	
SS02909	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Bacteriochlorophyllide c C12 methyltransefase BchR	1	
SS02912	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Chlorophyll a synthase ChlG (EC 2.5.1.62)	2	
SS02913	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Chlorophyllide reductase subunit BchX (EC 1.18.-.-)	2	
SS02914	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Chlorophyllide reductase subunit BchY (EC 1.18.-.-)	1	
SS02915	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Chlorophyllide reductase subunit BchZ (EC 1.18.-.-)	3	
SS02917	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Geranylgeranyl hydrogenase BchP	3	
SS02918	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Light-dependent protochlorophyllide reductase (EC 1.3.1.33)	5	
SS02919	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein ChlL (EC 1.18.-.-)	1	
SS02920	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Light-independent protochlorophyllide reductase subunit B (EC 1.18.-.-)	1	
SS02921	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Light-independent protochlorophyllide reductase subunit N (EC 1.18.-.-)	1	
SS02923	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Mg-protoporphyrin IX monomethyl ester oxidative cyclase (anaerobic) (EC 1.14.13.81)	138	
SS02924	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Mg-protoporphyrin O-methyltransferase (EC 2.1.1.11)	5	
SS02926	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Protoporphyrin IX Mg-chelatase subunit D (EC 6.6.1.1)	6	
SS02927	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Protoporphyrin IX Mg-chelatase subunit H (EC 6.6.1.1)	14	
SS02928	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Biosynthesis;Protoporphyrin IX Mg-chelatase subunit I (EC 6.6.1.1)	18	
SS02932	Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;Chlorophyll_Degradation;Pheophorbide a oxygenase (EC 1.14.-.-)	1	
SS02941	Photosynthesis;Light-harvesting complexes;Chlorosome;Chlorosome protein H	1	
SS02942	Photosynthesis;Light-harvesting complexes;Chlorosome;Chlorosome protein I, 2Fe-2S ferredoxin	2	
SS02950	Virulence, Disease and Defense;Toxins and superantigens;Cholera_toxin;Transcriptional activator ToxR	2	
SS02953	Fatty Acids, Lipids, and Isoprenoids;-;Cholesterol_catabolic_operon_in_Mycobacteria;Acyl-CoA dehydrogenase IgrB	4	
SS02954	Fatty Acids, Lipids, and Isoprenoids;-;Cholesterol_catabolic_operon_in_Mycobacteria;Acyl-CoA dehydrogenase IgrC	15	
SS02955	Fatty Acids, Lipids, and Isoprenoids;-;Cholesterol_catabolic_operon_in_Mycobacteria;Conserved protein IgrD	11	
SS02956	Fatty Acids, Lipids, and Isoprenoids;-;Cholesterol_catabolic_operon_in_Mycobacteria;Enoyl coenzyme A hydratase IgrE	8	
SS02957	Fatty Acids, Lipids, and Isoprenoids;-;Cholesterol_catabolic_operon_in_Mycobacteria;Lipid carrier protein IgrF	87	
SS02958	Fatty Acids, Lipids, and Isoprenoids;-;Cholesterol_catabolic_operon_in_Mycobacteria;Putative cytochrome P450 IgrA	11	
SS02959	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Alcohol dehydrogenase GbsB (type III ), essential for the utilization of choline (EC 1.1.1.1)	11	
SS02960	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Betaine aldehyde dehydrogenase (EC 1.2.1.8)	246	
SS02961	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Choline ABC transport system, ATP-binding protein OpuBA	9	
SS02965	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Choline binding protein A	1	
SS02967	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Choline dehydrogenase (EC 1.1.99.1)	1089	
SS02969	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Choline-sulfatase (EC 3.1.6.6)	248	
SS02970	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;GbcA Glycine betaine demethylase subunit A	11	
SS02972	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Glycine betaine ABC transport system, ATP-binding protein OpuAA (EC 3.6.3.32)	14	
SS02973	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Glycine betaine ABC transport system, glycine betaine-binding protein OpuAC	15	
SS02975	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Glycine betaine ABC transport system permease protein	39	
SS02976	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Glycine betaine ABC transport system, permease protein OpuAB	21	
SS02978	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Glycine betaine transporter OpuD	1	
SS02979	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;High-affinity choline uptake protein BetT	1	
SS02980	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;HTH-type transcriptional regulator BetI	21	
SS02981	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	360	
SS02982	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;L-proline glycine betaine ABC transport system permease protein ProW (TC 3.A.1.12.1)	93	
SS02983	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;L-proline glycine betaine binding ABC transporter protein ProX (TC 3.A.1.12.1)	330	
SS02984	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Osmotically activated L-carnitine/choline ABC transporter, ATP-binding protein OpuCA	19	
SS02985	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCB	32	
SS02986	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCD	11	
SS02988	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Sarcosine oxidase alpha subunit (EC 1.5.3.1)	549	
SS02989	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Sarcosine oxidase beta subunit (EC 1.5.3.1)	476	
SS02990	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Sarcosine oxidase delta subunit (EC 1.5.3.1)	41	
SS02991	Stress Response;Osmotic stress;Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis;Sarcosine oxidase gamma subunit (EC 1.5.3.1)	11	
SS02992	Membrane Transport;-;Choline_Transport;Choline ABC transporter ATP-binding protein	39	
SS02993	Membrane Transport;-;Choline_Transport;Choline ABC transporter permease protein	6	
SS02994	Membrane Transport;-;Choline_Transport;Choline-binding lipoprotein	12	
SS02995	Membrane Transport;-;Choline_Transport;Choline-sulfatase (EC 3.1.6.6)	248	
SS02998	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;2-Amino-2-deoxy-isochorismate synthase (EC 4.1.3.-)	13	
SS02999	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II PhzC (EC 2.5.1.54)	12	
SS03001	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;4-amino-4-deoxychorismate synthase, amidotransferase component , aminase component (EC 2.6.1.-)	3	
SS03003	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Aminodeoxychorismate lyase (EC 4.1.3.38)	134	
SS03004	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	515	
SS03005	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	603	
SS03006	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Anthranilate synthase, aminase component (EC 4.1.3.27)	1003	
SS03007	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	463	
SS03008	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Isochorismatase (EC 3.3.2.1)	501	
SS03010	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Isochorismate pyruvate-lyase (EC 4.-.-.-)	2	
SS03012	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Isochorismate synthase (EC 5.4.4.2)	25	
SS03013	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	7	
SS03014	Amino Acids and Derivatives;Aromatic amino acids and derivatives;Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.;Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	330	
