project,domainID,siteID,plotID,subplotID,trapID,clipCellNumber,trapType,neonDate,addDate,measuredBy,recordedBy,samplingProtocolVersion,targetTaxaPresent
D02,D02,SERC,SERC_055,41,SERC_055_945,945,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_056,23,SERC_056_401,401,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_056,23,SERC_056_426,426,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_056,41,SERC_056_918,918,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_056,41,SERC_056_866,866,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_057,39,SERC_057_670,670,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_057,39,SERC_057_547,547,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_057,41,SERC_057_909,909,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_057,41,SERC_057_900,900,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_058,23,SERC_058_363,363,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_058,23,SERC_058_278,278,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_058,41,SERC_058_827,827,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_058,41,SERC_058_856,856,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_059,21,SERC_059_022,22,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_059,21,SERC_059_183,183,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_059,39,SERC_059_615,615,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_059,39,SERC_059_527,527,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_060,39,SERC_060_670,670,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_060,39,SERC_060_639,639,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_060,41,SERC_060_900,900,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_060,41,SERC_060_812,812,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_061,23,SERC_061_363,363,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_061,23,SERC_061_260,260,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_061,41,SERC_061_856,856,Elevated,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_061,41,SERC_061_827,827,Ground,20160324,2016-03-24,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_062,21,SERC_062_022,22,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_062,21,SERC_062_183,183,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_062,39,SERC_062_615,615,Elevated,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_062,39,SERC_062_527,527,Ground,20160323,2016-03-23,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_055,31,BLAN_055_178,178,Elevated,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_055,31,BLAN_055_205,205,Ground,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_048,31,BLAN_048_173,173,Ground,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_048,31,BLAN_048_012,12,Elevated,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,BLAN,BLAN_050,31,BLAN_050_099,99,Ground,20160322,2016-03-22,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_067,39,SERC_067_657,657,Elevated,20160412,2016-04-12,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_067,39,SERC_067_665,665,Ground,20160412,2016-04-12,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_067,21,SERC_067_187,187,Elevated,20160412,2016-04-12,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
D02,D02,SERC,SERC_067,21,SERC_067_181,181,Ground,20160412,2016-04-12,dsoteropoulous@neoninc.org,dsoteropoulous@neoninc.org,NEON.DOC.001710vE,yes
