xidxmetadata
749xCellvibrio japonicus Ueda107x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pseudomonadales', 'Pseudomonadaceae', 'Cellvibrio', 'Cellvibrio japonicus', 'Cellvibrio japonicus Ueda107']}"
750xCenarchaeum symbiosum Ax"{'taxonomy': ['Archaea', 'Thaumarchaeota', 'unclassified (derived from Thaumarchaeota)', 'Cenarchaeales', 'Cenarchaeaceae', 'Cenarchaeum', 'Cenarchaeum symbiosum', 'Cenarchaeum symbiosum A']}"
751xChaetomium globosum CBS 148.51x"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Sordariomycetes', 'Sordariales', 'Chaetomiaceae', 'Chaetomium', 'Chaetomium globosum', 'Chaetomium globosum CBS 148.51']}"
752xChaetosphaeridium globosumx"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Coleochaetophyceae', 'Coleochaetales', 'Chaetosphaeridiaceae', 'Chaetosphaeridium', 'Chaetosphaeridium globosum', 'Chaetosphaeridium globosum']}"
753xChara vulgarisx"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Charophyceae', 'Charales', 'Characeae', 'Chara', 'Chara vulgaris', 'Chara vulgaris']}"
754xChattonella marinax"{'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'Raphidophyceae', 'Chattonellales', 'Chattonellaceae', 'Chattonella', 'Chattonella marina', 'Chattonella marina']}"
755xChelativorans sp. BNC1x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Phyllobacteriaceae', 'Chelativorans', 'Chelativorans sp. BNC1', 'Chelativorans sp. BNC1']}"
756xChitinophaga pinensis DSM 2588x"{'taxonomy': ['Bacteria', 'Bacteroidetes', 'Sphingobacteriia', 'Sphingobacteriales', 'unclassified (derived from Sphingobacteriales)', 'Chitinophaga', 'Chitinophaga pinensis', 'Chitinophaga pinensis DSM 2588']}"
757xChlamydia muridarum MopnTet14x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia muridarum', 'Chlamydia muridarum MopnTet14']}"
758xChlamydia muridarum Niggx"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia muridarum', 'Chlamydia muridarum Nigg']}"
759xChlamydia muridarum Weissx"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia muridarum', 'Chlamydia muridarum Weiss']}"
760xChlamydia phage Chp1x"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Microviridae', 'Chlamydiamicrovirus', 'Chlamydia phage Chp1', 'Chlamydia phage Chp1']}"
761xChlamydia trachomatis 434/Bux"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis 434/Bu']}"
762xChlamydia trachomatis 6276x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis 6276']}"
763xChlamydia trachomatis 6276sx"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis 6276s']}"
764xChlamydia trachomatis 70x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis 70']}"
765xChlamydia trachomatis 70sx"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis 70s']}"
766xChlamydia trachomatis A/HAR-13x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis A/HAR-13']}"
767xChlamydia trachomatis B/Jali20/OTx"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis B/Jali20/OT']}"
768xChlamydia trachomatis B/TZ1A828/OTx"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis B/TZ1A828/OT']}"
769xChlamydia trachomatis D(s)2923x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis D(s)2923']}"
770xChlamydia trachomatis D/UW-3/CXx"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis D/UW-3/CX']}"
771xChlamydia trachomatis L2b/UCH-1/proctitisx"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis L2b/UCH-1/proctitis']}"
772xChlamydia trachomatis L2tet1x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia trachomatis', 'Chlamydia trachomatis L2tet1']}"
773xChlamydomonas reinhardtiix"{'taxonomy': ['Eukaryota', 'Chlorophyta', 'Chlorophyceae', 'Chlamydomonadales', 'Chlamydomonadaceae', 'Chlamydomonas', 'Chlamydomonas reinhardtii', 'Chlamydomonas reinhardtii']}"
774xChlamydophila abortus S26/3x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydophila', 'Chlamydophila abortus', 'Chlamydophila abortus S26/3']}"
775xChlamydophila caviae GPICx"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydophila', 'Chlamydophila caviae', 'Chlamydophila caviae GPIC']}"
776xChlamydophila felis Fe/C-56x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydophila', 'Chlamydophila felis', 'Chlamydophila felis Fe/C-56']}"
777xChlamydophila pneumoniae AR39x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia pneumoniae', 'Chlamydophila pneumoniae AR39']}"
778xChlamydophila pneumoniae CWL029x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia pneumoniae', 'Chlamydophila pneumoniae CWL029']}"
779xChlamydophila pneumoniae J138x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia pneumoniae', 'Chlamydophila pneumoniae J138']}"
780xChlamydophila pneumoniae TW-183x"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia pneumoniae', 'Chlamydophila pneumoniae TW-183']}"
781xChlamydophila psittacix"{'taxonomy': ['Bacteria', 'Chlamydiae', 'Chlamydiia', 'Chlamydiales', 'Chlamydiaceae', 'Chlamydia', 'Chlamydia psittaci', 'Chlamydophila psittaci']}"
782xChlorella vulgarisx"{'taxonomy': ['Eukaryota', 'Chlorophyta', 'Trebouxiophyceae', 'Chlorellales', 'Chlorellaceae', 'Chlorella', 'Chlorella vulgaris', 'Chlorella vulgaris']}"
783xChlorobaculum parvum NCIB 8327x"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Chlorobaculum', 'Chlorobaculum parvum', 'Chlorobaculum parvum NCIB 8327']}"
784xChlorobium chlorochromatii CaD3x"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Chlorobium', 'Chlorobium chlorochromatii', 'Chlorobium chlorochromatii CaD3']}"
785x"Chlorobium ferrooxidans DSM 13031"x"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Chlorobium', 'Chlorobium ferrooxidans', 'Chlorobium ferrooxidans DSM 13031']}"
786xChlorobium limicolax"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Chlorobium', 'Chlorobium limicola', 'Chlorobium limicola']}"
787xChlorobium limicola DSM 245x"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Chlorobium', 'Chlorobium limicola', 'Chlorobium limicola DSM 245']}"
788xChlorobium luteolum DSM 273x"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Pelodictyon', 'Pelodictyon luteolum', 'Chlorobium luteolum DSM 273']}"
789xChlorobium phaeobacteroides BS1x"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Chlorobium', 'Chlorobium phaeobacteroides', 'Chlorobium phaeobacteroides BS1']}"
790xChlorobium phaeobacteroides DSM 266x"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Chlorobium', 'Chlorobium phaeobacteroides', 'Chlorobium phaeobacteroides DSM 266']}"
791xChlorobium phaeovibrioides DSM 265x"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Chlorobium', 'Chlorobium phaeovibrioides', 'Chlorobium phaeovibrioides DSM 265']}"
792xChlorobium tepidum TLSx"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Chlorobaculum', 'Chlorobaculum tepidum', 'Chlorobium tepidum TLS']}"
793x"Chloroflexus aggregans DSM 9485"x"{'taxonomy': ['Bacteria', 'Chloroflexi', 'Chloroflexi (class)', 'Chloroflexales', 'Chloroflexaceae', 'Chloroflexus', 'Chloroflexus aggregans', 'Chloroflexus aggregans DSM 9485']}"
794x"Chloroflexus aurantiacus J-10-fl"x"{'taxonomy': ['Bacteria', 'Chloroflexi', 'Chloroflexi (class)', 'Chloroflexales', 'Chloroflexaceae', 'Chloroflexus', 'Chloroflexus aurantiacus', 'Chloroflexus aurantiacus J-10-fl']}"
795x"Chloroflexus sp. Y-400-fl"x"{'taxonomy': ['Bacteria', 'Chloroflexi', 'Chloroflexi (class)', 'Chloroflexales', 'Chloroflexaceae', 'Chloroflexus', 'Chloroflexus sp. Y-400-fl', 'Chloroflexus sp. Y-400-fl']}"
796xChloroherpeton thalassium ATCC 35110x"{'taxonomy': ['Bacteria', 'Chlorobi', 'Chlorobia', 'Chlorobiales', 'Chlorobiaceae', 'Chloroherpeton', 'Chloroherpeton thalassium', 'Chloroherpeton thalassium ATCC 35110']}"
797xChlorokybus atmophyticusx"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Chlorokybophyceae', 'Chlorokybales', 'Chlorokybaceae', 'Chlorokybus', 'Chlorokybus atmophyticus', 'Chlorokybus atmophyticus']}"
798xChondrus crispusx"{'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'Florideophyceae', 'Gigartinales', 'Gigartinaceae', 'Chondrus', 'Chondrus crispus', 'Chondrus crispus']}"
799xChromerida sp. RM11x"{'taxonomy': ['Eukaryota', 'Chromerida', 'unclassified (derived from Chromerida)', 'unclassified (derived from Chromerida)', 'unclassified (derived from Chromerida)', 'unclassified (derived from Chromerida)', 'Chromerida sp. RM11', 'Chromerida sp. RM11']}"
800xChromobacterium violaceum ATCC 12472x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Neisseriales', 'Neisseriaceae', 'Chromobacterium', 'Chromobacterium violaceum', 'Chromobacterium violaceum ATCC 12472']}"
801x"Chromohalobacter salexigens DSM 3043"x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Oceanospirillales', 'Halomonadaceae', 'Chromohalobacter', 'Chromohalobacter salexigens', 'Chromohalobacter salexigens DSM 3043']}"
802xChryseobacterium gleum ATCC 35910x"{'taxonomy': ['Bacteria', 'Bacteroidetes', 'Flavobacteriia', 'Flavobacteriales', 'Flavobacteriaceae', 'Chryseobacterium', 'Chryseobacterium gleum', 'Chryseobacterium gleum ATCC 35910']}"
803xChrysodidymus synuroideusx"{'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'Synurophyceae', 'Synurales', 'Synuraceae', 'Chrysodidymus', 'Chrysodidymus synuroideus', 'Chrysodidymus synuroideus']}"
804xChthoniobacter flavus Ellin428x"{'taxonomy': ['Bacteria', 'Verrucomicrobia', 'Spartobacteria', 'unclassified (derived from Spartobacteria)', 'unclassified (derived from Spartobacteria)', 'Chthoniobacter', 'Chthoniobacter flavus', 'Chthoniobacter flavus Ellin428']}"
805xCiona intestinalisx"{'taxonomy': ['Eukaryota', 'Chordata', 'Ascidiacea', 'Enterogona', 'Cionidae', 'Ciona', 'Ciona intestinalis', 'Ciona intestinalis']}"
806xCitreicella sp. SE45x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodobacterales', 'Rhodobacteraceae', 'Citreicella', 'Citreicella sp. SE45', 'Citreicella sp. SE45']}"
807xCitrobacter freundiix"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Citrobacter', 'Citrobacter freundii', 'Citrobacter freundii']}"
808xCitrobacter koseri ATCC BAA-895x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Citrobacter', 'Citrobacter koseri', 'Citrobacter koseri ATCC BAA-895']}"
809xCitrobacter rodentium ICC168x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Citrobacter', 'Citrobacter rodentium', 'Citrobacter rodentium ICC168']}"
810xCitrobacter sp. 30_2x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Citrobacter', 'Citrobacter sp. 30_2', 'Citrobacter sp. 30_2']}"
811xCitrobacter youngae ATCC 29220x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Citrobacter', 'Citrobacter youngae', 'Citrobacter youngae ATCC 29220']}"
812xCitromicrobium bathyomarinum JL354x"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Sphingomonadales', 'Sphingomonadaceae', 'Citromicrobium', 'Citromicrobium bathyomarinum', 'Citromicrobium bathyomarinum JL354']}"
813xCitrus sinensisx"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Sapindales', 'Rutaceae', 'Citrus', 'Citrus sinensis', 'Citrus sinensis']}"
814xClavibacter michiganensis subsp. michiganensis NCPPB 382x"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Microbacteriaceae', 'Clavibacter', 'Clavibacter michiganensis', 'Clavibacter michiganensis subsp. michiganensis NCPPB 382']}"
815xClavibacter michiganensis subsp. sepedonicusx"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Microbacteriaceae', 'Clavibacter', 'Clavibacter michiganensis', 'Clavibacter michiganensis subsp. sepedonicus']}"
816xClavibacter phage CMP1x"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Clavibacter phage CMP1', 'Clavibacter phage CMP1']}"
817xClavispora lusitaniae ATCC 42720x"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Saccharomycetes', 'Saccharomycetales', 'Metschnikowiaceae', 'Clavispora', 'Clavispora lusitaniae', 'Clavispora lusitaniae ATCC 42720']}"
818xClostridiales bacterium 1_7_47FAAx"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'unclassified (derived from Clostridiales)', 'unclassified (derived from Clostridiales)', 'Clostridiales bacterium 1_7_47FAA', 'Clostridiales bacterium 1_7_47FAA']}"
819xClostridiales genomosp. BVAB3 str. UPII9-5x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'unclassified (derived from Clostridiales)', 'unclassified (derived from Clostridiales)', 'Clostridiales genomosp. BVAB3', 'Clostridiales genomosp. BVAB3 str. UPII9-5']}"
820xClostridium acetobutylicum ATCC 824x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium acetobutylicum', 'Clostridium acetobutylicum ATCC 824']}"
821xClostridium asparagiforme DSM 15981x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium asparagiforme', 'Clostridium asparagiforme DSM 15981']}"
822xClostridium bartlettii DSM 16795x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] bartlettii', 'Clostridium bartlettii DSM 16795']}"
823xClostridium beijerinckii NCIMB 8052x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium beijerinckii', 'Clostridium beijerinckii NCIMB 8052']}"
824xClostridium bolteae ATCC BAA-613x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium bolteae', 'Clostridium bolteae ATCC BAA-613']}"
825xClostridium botulinumx"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum']}"
826xClostridium botulinum A str. ATCC 19397x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum A str. ATCC 19397']}"
827xClostridium botulinum A str. ATCC 3502x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum A str. ATCC 3502']}"
828xClostridium botulinum A str. Hallx"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum A str. Hall']}"
829xClostridium botulinum A2 str. Kyotox"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum A2 str. Kyoto']}"
830xClostridium botulinum A3 str. Loch Mareex"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum A3 str. Loch Maree']}"
831xClostridium botulinum B str. Eklund 17Bx"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum B str. Eklund 17B']}"
832xClostridium botulinum B1 str. Okrax"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum B1 str. Okra']}"
833xClostridium botulinum Ba4 str. 657x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum Ba4 str. 657']}"
834xClostridium botulinum Bfx"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum Bf']}"
835xClostridium botulinum C str. Eklundx"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum C str. Eklund']}"
836xClostridium botulinum D str. 1873x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum D str. 1873']}"
837xClostridium botulinum E1 str. 'BoNT E Beluga'x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', ""Clostridium botulinum E1 str. 'BoNT E Beluga'""]}"
838xClostridium botulinum E3 str. Alaska E43x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum E3 str. Alaska E43']}"
839xClostridium botulinum F str. Langelandx"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum F str. Langeland']}"
840xClostridium botulinum NCTC 2916x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum NCTC 2916']}"
841xClostridium butyricum 5521x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium butyricum', 'Clostridium butyricum 5521']}"
842xClostridium butyricum E4 str. BoNT E BL5262x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium butyricum', 'Clostridium butyricum E4 str. BoNT E BL5262']}"
843x"Clostridium carboxidivorans P7"x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium carboxidivorans', 'Clostridium carboxidivorans P7']}"
844xClostridium cellulolyticum H10x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium cellulolyticum', 'Clostridium cellulolyticum H10']}"
845xClostridium cellulovorans 743Bx"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium cellulovorans', 'Clostridium cellulovorans 743B']}"
846xClostridium difficile 630x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile 630']}"
847xClostridium difficile ATCC 43255x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile ATCC 43255']}"
848xClostridium difficile CD196x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile CD196']}"
849xClostridium difficile CIP 107932x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile CIP 107932']}"
850xClostridium difficile NAP07x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile NAP07']}"
851xClostridium difficile NAP08x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile NAP08']}"
852xClostridium difficile QCD-23m63x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-23m63']}"
853xClostridium difficile QCD-32g58x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-32g58']}"
854x"Clostridium difficile QCD-37x79"x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-37x79']}"
855xClostridium difficile QCD-63q42x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-63q42']}"
856xClostridium difficile QCD-66c26x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-66c26']}"
857xClostridium difficile QCD-76w55x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-76w55']}"
858xClostridium difficile QCD-97b34x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-97b34']}"
859xClostridium difficile R20291x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile R20291']}"
860xClostridium hathewayi DSM 13479x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium hathewayi', 'Clostridium hathewayi DSM 13479']}"
861xClostridium hiranonis DSM 13275x"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] hiranonis', 'Clostridium hiranonis DSM 13275']}"
