mgrastID,metagenomeID,sampleID,Identifier assumptions,bp Count,Sequence Count,Biome,Feature,Material,Location,Country,Coordinates,Lat,Long,Sequence Type,Sequence Method,utmZone
4637863.3,STER_004.NW.Mineral.7_21_20131217.join,STER_004-M-7-21-20131217,,"1,128,643,402","6,903,509",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.463088, -103.032899",40.463088,-103.032899,WGS,illumina,13
4637864.3,STER_004.SW.Mineral.3_10.20130627.join,STER_004-M-3-10-20130627,,"1,860,128,875","11,516,511",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.463088, -103.032899",40.463088,-103.032899,WGS,illumina,13
4637866.3,STER_004.XX.Mineral.xx_xx_20131217.join,STER_004-M-20131217-C,,"1,734,628,054","10,785,430",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.463088, -103.032899",40.463088,-103.032899,WGS,illumina,13
4637865.3,STER_004.XX.Mineral.xx_xx.20130627.join,STER_004-M-20130627-C,,"2,075,852,720","12,969,937",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.463088, -103.032899",40.463088,-103.032899,WGS,illumina,13
4637867.3,STER_005.NW.Mineral.5_35.20130627.join,STER_005-M-5-35-20130627,,"1,571,765,992","9,541,812",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.460659, -103.033324",40.460659,-103.033324,WGS,illumina,13
4637868.3,STER_005.XX.Mineral.xx_xx.20130627.join,STER_005-M-20130627-C,,"1,949,234,466","12,396,345",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.460659, -103.033324",40.460659,-103.033324,WGS,illumina,13
4664899.3,STER.003.xx.Mineral.x.x.20140325.join,STER_003-M-20140325-C,,"2,345,267,674","13,977,759",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.465241, -103.032116",40.465241,-103.032116,WGS,illumina,13
4664921.3,STER.004.xx.Mineral.x.x.20140325.join,STER_004-M-20140325-C,,"1,508,798,208","9,447,277",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.463088, -103.032899",40.463088,-103.032899,WGS,illumina,13
4664924.3,STER.005.xx.Mineral.x.x.20140325.join,STER_005-M-20140325-C,,"2,610,333,263","15,576,212",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.460659, -103.033324",40.460659,-103.033324,WGS,illumina,13
4664878.3,STER.005.xx.Mineral.x.x.20140618.join,STER_005-M-20140618-C,,"1,595,412,071","9,925,103",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.460659, -103.033324",40.460659,-103.033324,WGS,illumina,13
4664927.3,STER.006.xx.Mineral.x.x.20140325.join,STER_006-M-20140325-C,,"1,289,120,982","7,968,684",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.463935, -103.035332",40.463935,-103.035332,WGS,illumina,13
4664880.3,STER.006.xx.Mineral.x.x.20140618.join,STER_006-M-20140618-C,,"1,927,325,634","12,154,191",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.463935, -103.035332",40.463935,-103.035332,WGS,illumina,13
4664931.3,STER.018.xx.Mineral.x.x.20140618.join,STER_018-M-20140618-C,,"1,846,384,070","10,848,625",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.465261, -103.0346",40.465261,-103.0346,WGS,illumina,13
4664898.3,STER.026.xx.Mineral.x.x.20140618.join,STER_026-M-20140618-C,,"1,783,532,032","10,277,038",Temperate grasslands,farm,surface soil,"Sterling, CO",USA,"40.474713, -103.0243",40.474713,-103.0243,WGS,illumina,13
4664906.3,TALL.001.xx.M.xx.x.20140516.join,TALL_001-M-20140516-C,,"1,001,573,897","5,820,100",Deciduous forest,soil,surface soil,Talladega National Forest,USA,"32.977667, -87.432716",32.977667,-87.432716,WGS,illumina,16
4664860.3,TALL.001.xx.M.xx.x.20140708.join,TALL_001-M-20140708-C,,"1,206,993,615","7,189,172",Deciduous forest,soil,surface soil,Talladega National Forest,USA,"32.977667, -87.432716",32.977667,-87.432716,WGS,illumina,16
4664895.3,TALL.001.xx.O.xx.x.20140516.join,TALL_001-O-20140516-C,,"1,931,267,349","11,407,245",Deciduous forest,soil,surface soil,Talladega National Forest,USA,"32.977667, -87.432716",32.977667,-87.432716,WGS,illumina,16
4664879.3,TALL.001.xx.O.xx.x.20140708.join,TALL_001-O-20140708-C,,"2,201,349,148","13,563,212",Deciduous forest,soil,surface soil,Talladega National Forest,USA,"32.977667, -87.432716",32.977667,-87.432716,WGS,illumina,16
4664923.3,TALL.002.39.O.10.34.20140708.join,TALL_002-O-10-34-20140708,,"1,053,614,712","6,456,938",Deciduous forest,soil,surface soil,Talladega National Forest,USA,"32.922158, -87.428893",32.922158,-87.428893,WGS,illumina,16
4664929.3,TALL.002.xx.M.xx.x.20140708.join,TALL_002-M-20140708-C,,"1,721,708,257","10,519,094",Deciduous forest,soil,surface soil,Talladega National Forest,USA,"32.922158, -87.428893",32.922158,-87.428893,WGS,illumina,16
4664905.3,TALL.004.21.M.24.15.20140708.join,TALL_004-M-24-15-20140708,,"1,053,586,217","6,177,105",Evergreen forest,soil,surface soil,Talladega National Forest,USA,"32.957884, -87.432613",32.957884,-87.432613,WGS,illumina,16
4664894.3,TALL.004.xx.M.xx.x.20140708.join,TALL_004-M-20140708-C,,"2,600,242,010","15,867,313",Evergreen forest,soil,surface soil,Talladega National Forest,USA,"32.957884, -87.432613",32.957884,-87.432613,WGS,illumina,16
4664874.3,TALL.006.xx.M.xx.x.20140707.join,TALL_006-M-20140707-C,,"1,813,748,294","11,077,536",Evergreen forest,soil,surface soil,Talladega National Forest,USA,"32.898843, -87.446128",32.898843,-87.446128,WGS,illumina,16
4664930.3,TALL.006.xx.O.xx.x.20140707.join,TALL_006-O-20140707-C,,"2,193,737,531","13,667,412",Evergreen forest,soil,surface soil,Talladega National Forest,USA,"32.898843, -87.446128",32.898843,-87.446128,WGS,illumina,16
4664871.3,WOOD.001.xx.M.xx.x.20140507.join,WOOD_001-M-20140507-C,,"1,290,281,984","7,424,956",Temperate grasslands,soil,surface soil,Woodworth,USA,"47.128258, -99.257768",47.128258,-99.257768,WGS,illumina,14
4664883.3,WOOD.001.xx.M.xx.x.20140702.join,WOOD_001-M-20140702-C,,"1,752,022,711","10,492,264",Temperate grasslands,soil,surface soil,Woodworth,USA,"47.128258, -99.257768",47.128258,-99.257768,WGS,illumina,14
4664885.3,WOOD.001.xx.M.xx.x.20140925.join,WOOD_001-M-20140925-C,,"1,979,488,571","11,888,219",Temperate grasslands,soil,surface soil,Woodworth,USA,"47.128258, -99.257768",47.128258,-99.257768,WGS,illumina,14
4664917.3,WOOD.002.xx.M.xx.x.20140507.join,WOOD_002-M-20140507-C,,"1,743,723,999","10,281,676",Temperate grasslands,soil,surface soil,Woodworth,USA,"47.136134, -99.232896",47.136134,-99.232896,WGS,illumina,14
4664859.3,WOOD.002.xx.M.xx.x.20140702.join,WOOD_002-M-20140702-C,,"641,746,690","3,837,047",Temperate grasslands,soil,surface soil,Woodworth,USA,"47.136134, -99.232896",47.136134,-99.232896,WGS,illumina,14
4664855.3,WOOD.002.xx.M.xx.x.20140925.join,WOOD_002-M-20140925-C,,"1,932,871,948","11,909,425",Temperate grasslands,soil,surface soil,Woodworth,USA,"47.136134, -99.232896",47.136134,-99.232896,WGS,illumina,14
4664904.3,WOOD.003.xx.M.xx.x.20140507.join,WOOD_003-M-20140507-C,,"1,972,971,228","11,862,975",Temperate grasslands,soil,surface soil,Woodworth,USA,"47.118581, -99.239944",47.118581,-99.239944,WGS,illumina,14
4664872.3,WOOD.003.xx.M.xx.x.20140702.join,WOOD_003-M-20140702-C,,"1,975,369,925","11,886,690",Temperate grasslands,soil,surface soil,Woodworth,USA,"47.118581, -99.239944",47.118581,-99.239944,WGS,illumina,14
4664875.3,WOOD.003.xx.M.xx.x.20140925.join,WOOD_003-M-20140925-C,,"1,672,343,501","9,823,679",Temperate grasslands,soil,surface soil,Woodworth,USA,"47.118581, -99.239944",47.118581,-99.239944,WGS,illumina,14
